entry	uid	region_start	region_end	perc_cov	V6	Protein.names	Gene.Names	Organism	Length	DisProt	Involvement.in.disease	Interacts.with	InterPro	Subcellular.location..CC.	X3D	Organism..ID.	PubMed.ID	Gene.Ontology..cellular.component.	Gene.Ontology..biological.process.	Gene.Ontology..molecular.function.	Caution	local_pairwise_identity	Af1502_Rg1	other_Rg2	RMSA	TM_Score1	TM_Score2	Aligned_Length	max_TM_score
A0A654D034	A0A654D034_9PSED	524	595	105.882352941176	unreviewed	histidine kinase (EC 2.7.13.3)	PSEUDO8Z_60380	Pseudomonas sp. 8Z	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2653166		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.367	4.06	0.8683	0.87655	961	0.87655
A0A3M2H2T7	A0A3M2H2T7_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	EA796_22060	Pseudomonas sp. AOB-7	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2482750		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:RMH81939.1}.	54.2	53.079	51.252	4.05	0.86345	0.87161	959	0.87161
U2BGI8	U2BGI8_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	N878_12085	Pseudomonas sp. EGD-AK9	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1386078		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:ERI54296.1}.	54.2	53.079	50.923	4.15	0.8615	0.86965	959	0.86965
A0A6I7NAB6	A0A6I7NAB6_9GAMM	523	592	102.941176470588	unreviewed	histidine kinase (EC 2.7.13.3)	EA348_06560	Pseudomonadaceae bacterium	981				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1914538		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:TVP90213.1}.	50.0	53.079	51.573	3.13	0.90727	0.91872	969	0.91872
A0A1H2DVU0	A0A1H2DVU0_9GAMM	523	592	102.941176470588	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05216210_0003	Halopseudomonas salegens	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1434072		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		50.0	53.079	51.493	3.67	0.88673	0.89693	967	0.89693
A0A4Q9RAW2	A0A4Q9RAW2_9GAMM	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	DNJ96_07345	Stutzerimonas kirkiae	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2211392		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:TBU97929.1}.	52.8	53.079	50.807	4.37	0.82389	0.83318	930	0.83318
A0A7L5RWE6	A0A7L5RWE6_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	HW090_14870	Pseudomonas sp. ABC1	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2748080		membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		55.6	53.079	51.469	3.6	0.89044	0.90068	970	0.90068
A0A654D3C1	A0A654D3C1_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	PSEUDO9AZ_40045	Pseudomonas sp. 9AZ	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2653168		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	50.829	4.38	0.85514	0.86319	963	0.86319
A0A7Y1FZZ5	A0A7Y1FZZ5_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	HBN63_18250	Pseudomonas sp. WS 5011	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2717477	32587583	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:NMY52917.1}.	52.8	53.079	51.338	4.03	0.85589	0.86402	947	0.86402
A0A1H4QG39	A0A1H4QG39_PSEAG	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05421553_0462	Pseudomonas anguilliseptica	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		53406		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	50.88	4.18	0.84243	0.85037	942	0.85037
A0A653YI63	A0A653YI63_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	PSEUDO8BK_80099	Pseudomonas sp. 8BK	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2653164		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.018	4.17	0.86278	0.87092	963	0.87092
A0A0A1YR37	A0A0A1YR37_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	TMS3_0108090	Pseudomonas taeanensis MS-3	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1395571	24407626	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:KFX71856.1}.	52.8	53.079	51.313	4.07	0.85722	0.86536	950	0.86536
A0A1H0GP51	A0A1H0GP51_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05216193_107279	Pseudomonas jinjuensis	983				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		198616		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		54.2	53.079	51.21	4.28	0.85225	0.86103	961	0.86103
A0A359D616	A0A359D616_PSESP	525	595	104.411764705882	unreviewed	ATPase	DEH10_03910	Pseudomonas sp	928				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		306	30148503	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:HBX54537.1}.	54.2	53.079	48.983	3.95	0.82042	0.87513	902	0.87513
A0A653QG79	A0A653QG79_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	PSEUDO8AS_100180	Pseudomonas sp. 8AS	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		2653163		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.58	4.0	0.86652	0.87472	960	0.87472
F8HB31	F8HB31_STUS2	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	PSTAB_3339	Stutzerimonas stutzeri (strain ATCC 17588 / DSM 5190 / CCUG 11256 / JCM 5965 / LMG 11199 / NBRC 14165 / NCIMB 11358 / Stanier 221) (Pseudomonas stutzeri)	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		96563	21994926	membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.839	3.77	0.88794	0.89644	970	0.89644
A0A7U7EBU6	A0A7U7EBU6_STUST	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	N5D09_11635 N7335_08865	Stutzerimonas stutzeri (Pseudomonas stutzeri)	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		316		membrane [GO:0016020]		ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:MDH0146501.1}.	52.8	53.079	51.373	3.94	0.87538	0.88369	967	0.88369
A4VPM2	A4VPM2_STUS1	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	PST_3292	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		379731	18495935	membrane [GO:0016020]		phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.422	3.59	0.89351	0.90205	974	0.90205
A0A0F9TYD3	A0A0F9TYD3_9ZZZZ	521	590	102.941176470588	unreviewed	Histidine kinase domain-containing protein	LCGC14_0272350	marine sediment metagenome	980				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		412755	25945739	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:KKN86040.1}.	48.6	53.079	50.995	3.72	0.87936	0.89116	961	0.89116
A0A7V1FRM3	A0A7V1FRM3_9GAMM	521	590	102.941176470588	unreviewed	histidine kinase (EC 2.7.13.3)	ENH64_04690	Halopseudomonas xinjiangensis	980				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		487184	31911466	membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:HDZ55757.1}.	48.6	53.079	51.193	3.76	0.88117	0.89306	960	0.89306
A0A1G6SWL6	A0A1G6SWL6_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	SAMN05216576_112174	Ectopseudomonas chengduensis	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		489632		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		52.8	53.079	51.35	4.15	0.86496	0.87314	963	0.87314
F6AAJ2	F6AAJ2_PSEF1	523	593	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	Psefu_0959	Pseudomonas fulva (strain 12-X)	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		743720		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]		55.6	53.079	51.102	4.07	0.86864	0.87852	965	0.87852
A0A2W7ITJ9	A0A2W7ITJ9_9PSED	525	595	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	F469_03926	Pseudomonas sp. URMO17WK12:I2	984				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1261623		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:PZW41993.1}.	55.6	53.079	51.218	4.44	0.84993	0.85782	967	0.85782
A0A1Q9XVF2	A0A1Q9XVF2_9PSED	523	593	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	BVH06_15825	Pseudomonas sp. PA27(2017)	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1932112		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:OLU29845.1}.	55.6	53.079	50.758	3.98	0.87325	0.88322	966	0.88322
A0A1Q9XRM5	A0A1Q9XRM5_9PSED	523	593	104.411764705882	unreviewed	histidine kinase (EC 2.7.13.3)	BVH03_15095	Pseudomonas sp. PA15(2017)	982				IPR036890;IPR005467;IPR003661;IPR036097;IPR038377;IPR001734;IPR000014;IPR035965;IPR013767;IPR004358;	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.		1932111		membrane [GO:0016020]	regulation of DNA-templated transcription [GO:0006355]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; transmembrane transporter activity [GO:0022857]	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data. {ECO:0000313|EMBL:OLU27101.1}.	55.6	53.079	51.014	3.96	0.87427	0.88422	968	0.88422
