O19023	P00774	4.37e-104
O19023	Q99895	3.08e-103
O19023	Q3SYP2	1.22e-102
O19023	P00773	2.51e-101
O19023	P08218	3.89e-101
O19023	P55091	7.91e-100
O19023	P08419	1.01e-99
O19023	Q29461	2.36e-99
O19023	O46644	1.27e-98
O19023	Q5R1M5	1.35e-97
O19023	P00772	1.16e-96
O19023	Q867B0	1.87e-96
O19023	P05208	1.46e-92
P08861	P08861	0.0
P08861	O19023	0.0
P08861	P09093	4.18e-178
P08861	P05805	1.83e-171
P08861	Q9CQ52	1.47e-165
P08861	P08217	2.33e-108
P08861	P00774	3.97e-106
P08861	Q99895	4.48e-104
P08861	Q7M3E1	9.94e-104
P08861	P08419	1.26e-103
P08861	Q29461	4.11e-103
P08861	P08218	6.37e-103
P08861	Q3SYP2	5.84e-101
P08861	P00773	7.92e-101
P08861	O46644	8.55e-100
P08861	P55091	7.04e-99
P08861	Q5R1M5	4.85e-98
P08861	P00772	6.30e-97
P08861	Q867B0	2.09e-96
P08861	P05208	1.78e-94
P05805	P05805	0.0
P05805	P08861	9.91e-171
P05805	O19023	5.99e-166
P05805	Q9CQ52	2.10e-164
P05805	P09093	7.41e-157
P05805	P08217	3.43e-105
P05805	P00774	1.13e-103
P05805	Q7M3E1	2.18e-102
P05805	Q29461	1.70e-101
P05805	P08218	2.81e-100
P05805	P08419	3.28e-100
P05805	P00773	1.71e-98
P05805	Q99895	3.32e-98
P05805	O46644	2.15e-97
P05805	Q3SYP2	5.03e-97
P05805	Q5R1M5	9.07e-96
P05805	P55091	2.06e-95
P05805	P00772	1.44e-94
P05805	Q867B0	5.25e-94
P05805	P05208	5.08e-91
P09093	P09093	0.0
P09093	P08861	0.0
P09093	O19023	7.13e-180
P09093	P05805	1.37e-159
P09093	Q9CQ52	4.57e-154
P09093	P08217	9.26e-107
P09093	P00774	1.13e-105
P09093	P08218	7.91e-104
P09093	Q7M3E1	8.65e-102
P09093	P08419	1.70e-101
P09093	P00773	8.45e-101
P09093	Q29461	2.91e-100
P09093	P00772	1.56e-99
P09093	Q5R1M5	2.31e-99
P09093	Q3SYP2	1.40e-98
P09093	Q99895	2.50e-98
P09093	P55091	6.45e-98
P09093	O46644	1.06e-97
P09093	Q867B0	2.62e-97
P09093	P05208	2.02e-94
O46644	O46644	0.0
O46644	P00773	0.0
O46644	Q5R1M5	0.0
O46644	P00772	2.47e-180
O46644	Q867B0	1.71e-175
O46644	P08217	4.61e-108
O46644	P00774	3.57e-106
O46644	Q29461	1.28e-103
O46644	P08419	1.76e-103
O46644	P05208	2.35e-101
O46644	P08218	6.69e-101
O46644	O19023	1.31e-98
O46644	P08861	1.38e-98
O46644	Q9CQ52	1.87e-98
O46644	P05805	2.26e-97
O46644	P09093	2.89e-96
O46644	Q7M3E1	4.57e-96
O46644	Q99895	3.87e-93
O46644	P55091	9.20e-87
O46644	Q3SYP2	1.17e-86
P00773	P00773	0.0
P00773	O46644	0.0
P00773	Q5R1M5	0.0
P00773	P00772	2.64e-177
P00773	Q867B0	1.00e-171
P00773	P08217	6.06e-111
P00773	P00774	2.10e-108
P00773	P08419	4.11e-106
P00773	Q29461	1.85e-105
P00773	P08218	1.44e-104
P00773	P05208	4.36e-104
P00773	O19023	2.59e-101
P00773	Q9CQ52	9.09e-100
P00773	P09093	1.52e-99
P00773	P08861	1.55e-99
P00773	P05805	1.79e-98
P00773	Q7M3E1	3.41e-97
P00773	Q99895	2.67e-93
P00773	Q3SYP2	2.67e-88
P00773	P55091	4.70e-88
P00772	P00772	0.0
P00772	Q5R1M5	0.0
P00772	O46644	2.47e-180
P00772	P00773	2.64e-177
P00772	Q867B0	1.58e-175
P00772	P08217	4.14e-107
P00772	P00774	4.20e-106
P00772	Q29461	9.15e-104
P00772	P08419	1.19e-103
P00772	P05208	3.92e-103
P00772	P08218	8.06e-101
P00772	P09093	2.13e-97
P00772	O19023	1.20e-96
P00772	Q9CQ52	2.68e-96
P00772	P08861	2.43e-95
P00772	P05805	1.51e-94
P00772	Q7M3E1	1.33e-92
P00772	Q99895	2.77e-90
P00772	P55091	2.55e-83
P00772	Q3SYP2	4.75e-83
Q5R1M5	Q5R1M5	0.0
Q5R1M5	P00773	0.0
Q5R1M5	O46644	0.0
Q5R1M5	P00772	0.0
Q5R1M5	Q867B0	8.10e-180
Q5R1M5	P08217	3.54e-112
Q5R1M5	P00774	1.86e-109
Q5R1M5	P08419	4.69e-109
Q5R1M5	Q29461	5.73e-108
Q5R1M5	P05208	5.51e-107
Q5R1M5	P08218	2.26e-105
Q5R1M5	P09093	3.80e-98
Q5R1M5	O19023	1.40e-97
Q5R1M5	Q9CQ52	1.59e-97
Q5R1M5	P08861	3.88e-97
Q5R1M5	P05805	9.54e-96
Q5R1M5	Q7M3E1	9.34e-92
Q5R1M5	Q99895	6.19e-89
Q5R1M5	P55091	4.62e-84
Q5R1M5	Q3SYP2	1.39e-83
Q867B0	Q867B0	0.0
Q867B0	Q5R1M5	7.86e-180
Q867B0	P00772	1.54e-175
Q867B0	O46644	1.66e-175
Q867B0	P00773	9.71e-172
Q867B0	P00774	2.87e-108
Q867B0	P08217	9.51e-108
Q867B0	P08419	5.44e-105
Q867B0	P05208	2.09e-103
Q867B0	Q29461	3.42e-102
Q867B0	P08218	5.91e-101
Q867B0	P09093	1.30e-96
Q867B0	Q9CQ52	1.38e-96
Q867B0	O19023	1.88e-96
Q867B0	P08861	2.74e-96
Q867B0	P05805	5.35e-94
Q867B0	Q7M3E1	8.48e-92
Q867B0	Q99895	1.03e-88
Q867B0	P55091	4.07e-86
Q867B0	Q3SYP2	5.66e-84
