P67817	Q9TS34	4.89e-101
P67817	P69905	6.37e-101
P67817	P01929	1.15e-100
P67817	P01923	1.93e-100
P67817	P63107	5.41e-100
P67817	P06635	1.13e-99
P67817	P01924	4.75e-99
P67817	P01926	6.68e-99
P67817	P21767	6.61e-98
P67817	P21766	1.68e-97
P67817	P21768	7.73e-97
P67817	P19002	1.28e-96
P01926	P01926	5.67e-104
P01926	P63107	2.55e-103
P01926	P21766	8.33e-103
P01926	P21767	5.38e-102
P01926	P21768	4.15e-101
P01926	P69905	2.04e-100
P01926	P01924	2.96e-100
P01926	P19002	3.49e-100
P01926	P01929	7.94e-100
P01926	P67817	6.68e-99
P01926	P01923	9.59e-99
P01926	Q9TS35	1.92e-98
P01926	P06635	4.08e-98
P01926	P01928	2.07e-97
P01926	Q9TS34	9.63e-97
Q9TS34	Q9TS34	2.74e-105
Q9TS34	Q9TS35	7.89e-103
Q9TS34	P01928	9.33e-102
Q9TS34	P06635	4.63e-101
Q9TS34	P67817	4.89e-101
Q9TS34	P69905	7.42e-101
Q9TS34	P01923	1.95e-100
Q9TS34	P63107	7.72e-98
Q9TS34	P01924	1.12e-97
Q9TS34	P01929	2.67e-97
Q9TS34	P01926	9.63e-97
Q9TS34	P21767	1.63e-96
Q9TS34	P21768	2.45e-96
Q9TS34	P21766	3.22e-96
Q9TS34	P19002	2.08e-95
P01928	P01928	1.66e-104
P01928	P67817	8.52e-103
P01928	Q9TS35	3.15e-102
P01928	Q9TS34	9.33e-102
P01928	P06635	1.95e-100
P01928	P69905	2.43e-100
P01928	P01923	7.43e-100
P01928	P01929	3.49e-99
P01928	P63107	1.96e-98
P01928	P01924	2.11e-98
P01928	P01926	2.07e-97
P01928	P21767	2.39e-97
P01928	P21768	6.07e-97
P01928	P21766	6.70e-97
P01928	P19002	5.10e-96
P19002	P19002	1.17e-103
P19002	P21767	1.01e-101
P19002	P21768	9.57e-101
P19002	P21766	1.33e-100
P19002	P63107	2.07e-100
P19002	P01926	3.46e-100
P19002	P69905	3.66e-99
P19002	P01924	7.07e-99
P19002	P01929	1.52e-98
P19002	P01923	2.19e-98
P19002	Q9TS35	3.44e-97
P19002	P06635	7.84e-97
P19002	P67817	1.27e-96
P19002	P01928	5.07e-96
P19002	Q9TS34	2.06e-95
P21766	P21766	3.43e-103
P21766	P01926	8.27e-103
P21766	P21767	1.67e-102
P21766	P63107	4.48e-102
P21766	P21768	1.62e-101
P21766	P19002	1.33e-100
P21766	P01924	1.35e-100
P21766	P69905	5.93e-100
P21766	P01929	2.05e-99
P21766	P01923	3.70e-99
P21766	Q9TS35	5.88e-98
P21766	P06635	1.15e-97
P21766	P67817	1.67e-97
P21766	P01928	6.65e-97
P21766	Q9TS34	3.20e-96
P01929	P01929	7.57e-103
P01929	P63107	6.60e-101
P01929	P67817	1.14e-100
P01929	P01923	3.82e-100
P01929	P69905	6.61e-100
P01929	P01926	7.88e-100
P01929	P21767	1.13e-99
P01929	P21766	2.05e-99
P01929	P01928	3.47e-99
P01929	Q9TS35	5.04e-99
P01929	P01924	7.15e-99
P01929	P21768	1.13e-98
P01929	P06635	1.48e-98
P01929	P19002	1.52e-98
P01929	Q9TS34	2.65e-97
P0A6F5	A1AJ51	0.0
P0A6F5	P0A6F5	0.0
P0A6F5	Q0T9P8	0.0
P0A6F5	B7LLS5	0.0
P0A6F5	A9N3Z7	0.0
P0A6F5	A9MFR9	0.0
P0A6F5	B5R991	0.0
P0A6F5	B5F2L0	0.0
P0A6F5	A8AMQ6	0.0
P0A6F5	A4W5N8	0.0
P0A6F5	O66212	0.0
P0A6F5	O66194	0.0
P0A6F5	O66198	0.0
P0A6F5	A6TH53	0.0
P0A6F5	B5Y368	0.0
A1AJ51	A1AJ51	0.0
A1AJ51	P0A6F5	0.0
A1AJ51	Q0T9P8	0.0
A1AJ51	B7LLS5	0.0
A1AJ51	A9N3Z7	0.0
A1AJ51	A9MFR9	0.0
A1AJ51	B5R991	0.0
A1AJ51	B5F2L0	0.0
A1AJ51	A8AMQ6	0.0
A1AJ51	A4W5N8	0.0
A1AJ51	O66212	0.0
A1AJ51	O66194	0.0
A1AJ51	O66198	0.0
A1AJ51	A6TH53	0.0
A1AJ51	B5Y368	0.0
Q0T9P8	Q0T9P8	0.0
Q0T9P8	A1AJ51	0.0
Q0T9P8	P0A6F5	0.0
Q0T9P8	B7LLS5	0.0
Q0T9P8	A9N3Z7	0.0
Q0T9P8	A9MFR9	0.0
Q0T9P8	B5R991	0.0
Q0T9P8	A8AMQ6	0.0
Q0T9P8	B5F2L0	0.0
Q0T9P8	O66212	0.0
Q0T9P8	A4W5N8	0.0
Q0T9P8	O66194	0.0
Q0T9P8	O66198	0.0
Q0T9P8	A6TH53	0.0
Q0T9P8	B5Y368	0.0
B7LLS5	B7LLS5	0.0
B7LLS5	A1AJ51	0.0
B7LLS5	P0A6F5	0.0
B7LLS5	Q0T9P8	0.0
B7LLS5	A9N3Z7	0.0
B7LLS5	A9MFR9	0.0
B7LLS5	B5R991	0.0
B7LLS5	A8AMQ6	0.0
B7LLS5	B5F2L0	0.0
B7LLS5	A4W5N8	0.0
B7LLS5	O66212	0.0
B7LLS5	O66194	0.0
B7LLS5	O66198	0.0
B7LLS5	B5Y368	0.0
B7LLS5	A6TH53	0.0
A9N3Z7	A9N3Z7	0.0
A9N3Z7	A9MFR9	0.0
A9N3Z7	B5R991	0.0
A9N3Z7	B5F2L0	0.0
A9N3Z7	Q0T9P8	0.0
A9N3Z7	A1AJ51	0.0
A9N3Z7	P0A6F5	0.0
A9N3Z7	A8AMQ6	0.0
A9N3Z7	B7LLS5	0.0
A9N3Z7	O66212	0.0
A9N3Z7	O66194	0.0
A9N3Z7	A4W5N8	0.0
A9N3Z7	O66198	0.0
A9N3Z7	B5Y368	0.0
A9N3Z7	A6TH53	0.0
A9MFR9	A9MFR9	0.0
A9MFR9	A9N3Z7	0.0
A9MFR9	B5R991	0.0
A9MFR9	B5F2L0	0.0
A9MFR9	Q0T9P8	0.0
A9MFR9	A1AJ51	0.0
A9MFR9	P0A6F5	0.0
A9MFR9	A8AMQ6	0.0
A9MFR9	B7LLS5	0.0
A9MFR9	O66212	0.0
A9MFR9	O66194	0.0
A9MFR9	A4W5N8	0.0
A9MFR9	O66198	0.0
A9MFR9	B5Y368	0.0
A9MFR9	A6TH53	0.0
B5R991	B5R991	0.0
B5R991	A9N3Z7	0.0
B5R991	A9MFR9	0.0
B5R991	B5F2L0	0.0
B5R991	Q0T9P8	0.0
B5R991	A1AJ51	0.0
B5R991	P0A6F5	0.0
B5R991	A8AMQ6	0.0
B5R991	B7LLS5	0.0
B5R991	O66212	0.0
B5R991	O66194	0.0
B5R991	A4W5N8	0.0
B5R991	O66198	0.0
B5R991	B5Y368	0.0
B5R991	A6TH53	0.0
A8AMQ6	A8AMQ6	0.0
A8AMQ6	A9N3Z7	0.0
A8AMQ6	O66212	0.0
A8AMQ6	A9MFR9	0.0
A8AMQ6	B5R991	0.0
A8AMQ6	Q0T9P8	0.0
A8AMQ6	B5F2L0	0.0
A8AMQ6	A1AJ51	0.0
A8AMQ6	P0A6F5	0.0
A8AMQ6	B7LLS5	0.0
A8AMQ6	A4W5N8	0.0
A8AMQ6	O66194	0.0
A8AMQ6	B5Y368	0.0
A8AMQ6	O66198	0.0
A8AMQ6	A6TH53	0.0
B5F2L0	B5F2L0	0.0
B5F2L0	A9N3Z7	0.0
B5F2L0	A9MFR9	0.0
B5F2L0	B5R991	0.0
B5F2L0	Q0T9P8	0.0
B5F2L0	A1AJ51	0.0
B5F2L0	P0A6F5	0.0
B5F2L0	A8AMQ6	0.0
B5F2L0	B7LLS5	0.0
B5F2L0	O66212	0.0
B5F2L0	O66194	0.0
B5F2L0	A4W5N8	0.0
B5F2L0	O66198	0.0
B5F2L0	B5Y368	0.0
B5F2L0	A6TH53	0.0
A4W5N8	A4W5N8	0.0
A4W5N8	A8AMQ6	0.0
A4W5N8	Q0T9P8	0.0
A4W5N8	A9N3Z7	0.0
A4W5N8	A1AJ51	0.0
A4W5N8	P0A6F5	0.0
A4W5N8	B7LLS5	0.0
A4W5N8	A9MFR9	0.0
A4W5N8	O66212	0.0
A4W5N8	B5F2L0	0.0
A4W5N8	O66194	0.0
A4W5N8	B5R991	0.0
A4W5N8	B5Y368	0.0
A4W5N8	O66198	0.0
A4W5N8	A6TH53	0.0
O66212	O66212	0.0
O66212	A8AMQ6	0.0
O66212	A9N3Z7	0.0
O66212	B5F2L0	0.0
O66212	A9MFR9	0.0
O66212	B5R991	0.0
O66212	O66194	0.0
O66212	Q0T9P8	0.0
O66212	A1AJ51	0.0
O66212	P0A6F5	0.0
O66212	B7LLS5	0.0
O66212	A4W5N8	0.0
O66212	O66198	0.0
O66212	A6TH53	0.0
O66212	B5Y368	0.0
O66194	O66194	0.0
O66194	O66212	0.0
O66194	A8AMQ6	0.0
O66194	B5F2L0	0.0
O66194	A9N3Z7	0.0
O66194	A9MFR9	0.0
O66194	B5R991	0.0
O66194	Q0T9P8	0.0
O66194	A1AJ51	0.0
O66194	P0A6F5	0.0
O66194	B7LLS5	0.0
O66194	A4W5N8	0.0
O66194	O66198	0.0
O66194	B5Y368	0.0
O66194	A6TH53	0.0
A6TH53	A6TH53	0.0
A6TH53	B5Y368	0.0
A6TH53	O66198	0.0
A6TH53	O66212	0.0
A6TH53	A4W5N8	0.0
A6TH53	A8AMQ6	0.0
A6TH53	B5F2L0	0.0
A6TH53	A9N3Z7	0.0
A6TH53	A1AJ51	0.0
A6TH53	P0A6F5	0.0
A6TH53	A9MFR9	0.0
A6TH53	Q0T9P8	0.0
A6TH53	B5R991	0.0
A6TH53	O66194	0.0
A6TH53	B7LLS5	0.0
B5Y368	B5Y368	0.0
B5Y368	A6TH53	0.0
B5Y368	O66198	0.0
B5Y368	O66212	0.0
B5Y368	A4W5N8	0.0
B5Y368	B5F2L0	0.0
B5Y368	A9N3Z7	0.0
B5Y368	A8AMQ6	0.0
B5Y368	A9MFR9	0.0
B5Y368	A1AJ51	0.0
B5Y368	P0A6F5	0.0
B5Y368	B5R991	0.0
B5Y368	Q0T9P8	0.0
B5Y368	O66194	0.0
B5Y368	B7LLS5	0.0
O66198	O66198	0.0
O66198	B5Y368	0.0
O66198	A6TH53	0.0
O66198	O66212	0.0
O66198	B5F2L0	0.0
O66198	A9N3Z7	0.0
O66198	A4W5N8	0.0
O66198	A9MFR9	0.0
O66198	A8AMQ6	0.0
O66198	B5R991	0.0
O66198	A1AJ51	0.0
O66198	P0A6F5	0.0
O66198	Q0T9P8	0.0
O66198	O66194	0.0
O66198	B7LLS5	0.0
